PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.DFFA.wgt.RDat	DFFA	1	10516579	10532583	0.15080	rs7418410	 -3.63	rs11577757	 0.031804	  7.92	-0.42029	390	 15	enet	0.088	2.4e-27	-0.9889	3.23e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PEX14.wgt.RDat	PEX14	1	10532345	10690815	0.01972	rs2791655	 -4.03	rs604369	 0.016474	 -5.47	 0.50000	424	  2	lasso	0.019	6.6e-07	-0.2581	7.96e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.UBIAD1.wgt.RDat	UBIAD1	1	11333263	11356106	0.05088	rs2791655	 -4.03	rs2788569	 0.016027	  5.22	-0.49231	372	 20	enet	0.025	9.6e-09	 0.0621	9.51e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.FBXO6.wgt.RDat	FBXO6	1	11724181	11734411	0.14818	rs2744815	 -3.94	rs3117067	 0.071174	 -9.92	-0.27273	430	 14	enet	0.099	1.7e-30	 0.7112	4.77e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.MAD2L2.wgt.RDat	MAD2L2	1	11734537	11751707	0.11884	rs2744815	 -3.94	rs3767300	 0.004418	 -5.36	-0.65151	441	 44	enet	0.049	1.1e-15	 1.5405	1.23e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.AGTRAP.wgt.RDat	AGTRAP	1	11796141	11814859	0.28640	rs2744815	 -3.94	rs8617	 0.107269	 11.94	-0.56322	452	 33	enet	0.15	4.1e-48	 0.8948	3.71e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.MTHFR.wgt.RDat	MTHFR	1	11845780	11866977	0.50181	rs2744815	 -3.94	rs1476413	 0.487881	 24.83	-1.29167	448	 40	enet	0.62	5.5e-264	-1.2629	2.07e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.KIAA2013.wgt.RDat	KIAA2013	1	11979648	11986485	0.10841	rs2335767	  3.43	rs7550536	 0.121304	 12.65	 1.82812	429	  1	top1	0.12	1.5e-37	 1.8281	6.75e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PLOD1.wgt.RDat	PLOD1	1	11994262	12035595	0.24737	rs2335767	  3.43	rs1810563	 0.304945	 19.64	 0.91045	433	 31	enet	0.36	8.7e-124	 1.5603	1.19e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.MFN2.wgt.RDat	MFN2	1	12040238	12073571	0.44963	rs2335767	  3.43	rs873458	 0.581156	 27.28	 2.12500	415	  7	lasso	0.65	2.1e-290	 1.7666	7.73e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.DHRS3.wgt.RDat	DHRS3	1	12627939	12677737	0.02331	rs12731666	  3.07	rs6675673	 0.017892	 -5.24	-2.42500	266	  1	top1	0.018	1.1e-06	 2.4250	1.53e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PRDM2.wgt.RDat	PRDM2	1	14026693	14151574	0.02949	rs12563157	  3.14	rs2744679	 0.009071	 -3.91	-0.64197	538	538	bslmm	0.015	9e-06	-0.6301	5.29e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TMEM51.wgt.RDat	TMEM51	1	15479028	15546976	0.57832	rs6697813	  3.59	rs13375820	 0.412759	 22.86	 0.13953	543	 88	enet	0.58	2.8e-243	-0.4837	6.29e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.CASP9.wgt.RDat	CASP9	1	15817327	15853029	0.04376	rs6697813	  3.59	rs4646092	 0.039733	 -7.41	 1.31579	522	 19	enet	0.044	3.7e-14	-1.8429	6.53e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SLC25A34.wgt.RDat	SLC25A34	1	16062900	16067891	0.16238	rs6697813	  3.59	rs35352784	 0.137929	-13.42	 1.34211	429	  1	top1	0.14	8.3e-43	-1.3421	1.80e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ARHGEF19.wgt.RDat	ARHGEF19	1	16524349	16539140	0.21870	rs1806990	 -3.46	rs221045	 0.164986	 14.63	-0.23611	326	 28	enet	0.17	7.3e-54	-0.0571	9.54e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.CROCC.wgt.RDat	CROCC	1	17066768	17299474	0.02017	rs2977265	  2.61	rs6691985	 0.017338	  5.55	-0.83099	412	  1	top1	0.017	1.6e-06	-0.8310	4.06e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PADI2.wgt.RDat	PADI2	1	17393256	17445948	0.32188	rs2977265	  2.61	rs2014725	 0.229809	-17.24	 0.43939	368	368	bslmm	0.24	2.4e-78	-0.5045	6.14e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PADI4.wgt.RDat	PADI4	1	17634690	17690499	0.15877	rs1610410	 -2.72	rs16824888	 0.077733	-10.07	-0.15942	473	 19	enet	0.11	1.1e-32	-0.2060	8.37e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.RCC2.wgt.RDat	RCC2	1	17733256	17766220	0.04845	rs1610410	 -2.72	rs2883272	 0.017530	 -5.75	 2.31646	516	516	bslmm	0.03	3.6e-10	-1.9646	4.95e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.IFFO2.wgt.RDat	IFFO2	1	19230775	19283180	0.03770	rs12137730	 -2.52	rs2147949	 0.020013	 -6.17	 0.24615	534	  5	lasso	0.023	3.9e-08	-0.4546	6.49e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.UBR4.wgt.RDat	UBR4	1	19401000	19536770	0.02380	rs12137730	 -2.52	rs2274003	 0.021356	  6.06	 1.93846	535	  1	top1	0.021	1.1e-07	 1.9385	5.26e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.AKR7A2.wgt.RDat	AKR7A2	1	19630459	19638640	0.38490	rs6426826	  3.42	rs2227295	 0.093692	-11.00	-0.16438	461	 95	enet	0.2	2e-62	-0.1917	8.48e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.CAPZB.wgt.RDat	CAPZB	1	19665267	19812066	0.05708	rs6426826	  3.42	rs2268810	 0.096982	-11.22	 1.15789	534	  1	top1	0.097	5e-30	-1.1579	2.47e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.NBL1.wgt.RDat	NBL1	1	19967048	19984945	0.42871	rs6426826	  3.42	rs10917493	 0.175079	-14.94	-1.48438	504	504	bslmm	0.36	2e-126	 1.6777	9.34e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TMCO4.wgt.RDat	TMCO4	1	20008706	20126438	0.07351	rs6426826	  3.42	rs4912141	 0.016498	 -7.37	-1.44776	572	572	bslmm	0.058	2.4e-18	 0.3818	7.03e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.CAMK2N1.wgt.RDat	CAMK2N1	1	20808884	20812713	0.05512	rs10916786	 -4.85	rs12724366	 0.026092	 -6.18	-0.55556	493	  5	lasso	0.04	5.1e-13	 0.3993	6.90e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.MUL1.wgt.RDat	MUL1	1	20825943	20834654	0.25065	rs10916786	 -4.85	rs12724366	 0.132562	 12.99	-0.55556	496	496	bslmm	0.18	5.9e-58	-0.7390	4.60e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.CDA.wgt.RDat	CDA	1	20915441	20945401	0.32165	rs10916786	 -4.85	rs4655226	 0.311268	 20.10	-2.92708	471	 48	enet	0.41	7.8e-145	-3.5267	4.21e-04
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PINK1.wgt.RDat	PINK1	1	20959948	20978004	0.12556	rs10916786	 -4.85	rs12404655	 0.026722	  7.61	 2.07792	456	456	bslmm	0.074	3.8e-23	 0.5255	5.99e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.DDOST.wgt.RDat	DDOST	1	20978270	20988000	0.14546	rs10916786	 -4.85	rs35731336	 0.094239	-11.21	-2.73196	451	451	bslmm	0.11	1.4e-34	 3.0677	2.16e-03
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.EIF4G3.wgt.RDat	EIF4G3	1	21132963	21503377	0.02926	rs10916786	 -4.85	rs6668912	 0.000620	 -3.66	 3.18182	606	606	blup	0.0072	0.0015	-2.3415	1.92e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ECE1.wgt.RDat	ECE1	1	21543740	21671997	0.18385	rs2291827	  3.04	rs3026867	 0.073269	  9.71	 1.56173	405	 40	enet	0.13	2.7e-41	 1.7367	8.24e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ALPL.wgt.RDat	ALPL	1	21835858	21904905	0.02616	rs4654991	  3.28	rs1767429	-0.000791	 -3.03	-1.24615	409	409	bslmm	0.0054	0.0051	 0.1437	8.86e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.C1QB.wgt.RDat	C1QB	1	22979255	22988031	0.15758	rs2817909	  2.96	rs292007	 0.146596	 13.69	 0.00000	480	 28	enet	0.18	1.8e-56	 0.2770	7.82e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.EPHB2.wgt.RDat	EPHB2	1	23037332	23241818	0.01465	rs17489856	  3.72	rs6687487	 0.023050	 -5.83	 1.68103	516	  1	top1	0.023	3.5e-08	-1.6810	9.28e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.LUZP1.wgt.RDat	LUZP1	1	23410516	23504301	0.01280	rs17489856	  3.72	rs2072944	 0.003510	  3.89	-0.36923	407	407	blup	0.0069	0.0018	-0.9203	3.57e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TCEA3.wgt.RDat	TCEA3	1	23707554	23751233	0.16629	rs17489856	  3.72	rs2077066	 0.173976	-15.04	 0.25000	303	 10	lasso	0.2	4.4e-62	-0.5092	6.11e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ID3.wgt.RDat	ID3	1	23884409	23886285	0.07007	rs17489856	  3.72	rs6667575	 0.022725	  6.43	 0.06757	269	 10	lasso	0.039	8.4e-13	-0.9359	3.49e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TCEB3.wgt.RDat	TCEB3	1	24069645	24088549	0.05790	rs17489856	  3.72	rs2999566	 0.073662	 -9.92	 0.50769	327	  1	top1	0.074	5.5e-23	-0.5077	6.12e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.FUCA1.wgt.RDat	FUCA1	1	24171567	24194784	0.17266	rs6691722	 -3.15	rs12744386	 0.286683	-19.19	 0.71875	354	354	bslmm	0.31	4e-102	-0.6098	5.42e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PNRC2.wgt.RDat	PNRC2	1	24285599	24289952	0.02892	rs6691722	 -3.15	rs6689056	-0.000319	  3.81	-1.44118	375	375	blup	0.0014	0.095	-0.9368	3.49e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.RUNX3.wgt.RDat	RUNX3	1	25226002	25291612	0.04402	rs1293259	  3.06	rs16829963	 0.008030	  5.28	 1.60440	372	 13	enet	0.021	1.7e-07	 0.4141	6.79e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TMEM50A.wgt.RDat	TMEM50A	1	25664408	25688852	0.36921	rs1293259	  3.06	rs1293259	 0.142886	 13.63	 3.05618	369	 52	enet	0.19	8.7e-60	 2.7002	6.93e-03
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.LDLRAP1.wgt.RDat	LDLRAP1	1	25870071	25895377	0.38550	rs3008226	 -4.94	rs6688931	 0.405424	-22.66	 0.61538	330	 28	enet	0.41	2.7e-146	-0.5239	6.00e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PAFAH2.wgt.RDat	PAFAH2	1	26286258	26324648	0.05994	rs3008226	 -4.94	rs298443	 0.040387	 -7.43	-2.12500	437	 12	enet	0.045	1.7e-14	 1.2128	2.25e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ZNF593.wgt.RDat	ZNF593	1	26496362	26498551	0.06458	rs3008226	 -4.94	rs2232648	 0.027590	 -6.64	 2.19118	441	  9	lasso	0.041	2e-13	 0.2678	7.89e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SH3BGRL3.wgt.RDat	SH3BGRL3	1	26605667	26608007	0.09915	rs3008226	 -4.94	rs7547496	 0.012654	  5.65	-3.20588	416	416	bslmm	0.041	1.7e-13	-2.1465	3.18e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ZNF683.wgt.RDat	ZNF683	1	26688125	26701013	0.09069	rs3008226	 -4.94	rs11247937	 0.070326	 -9.87	 2.04412	383	  6	lasso	0.087	5.4e-27	-2.4242	1.53e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PIGV.wgt.RDat	PIGV	1	27113963	27124889	0.01507	rs17163904	  4.55	rs12743862	 0.005671	 -4.53	 3.01754	295	295	blup	0.01	0.00016	-2.0601	3.94e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.ZDHHC18.wgt.RDat	ZDHHC18	1	27153201	27184093	0.07617	rs17163904	  4.55	rs34924059	 0.106723	 11.77	 2.79070	286	286	bslmm	0.11	2.1e-33	 3.1320	1.74e-03
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.GPN2.wgt.RDat	GPN2	1	27202624	27216788	0.05416	rs17163904	  4.55	rs3010109	 0.021269	 -6.42	 1.14118	261	  7	enet	0.049	9.3e-16	-1.7334	8.30e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.SYTL1.wgt.RDat	SYTL1	1	27668513	27680421	0.07130	rs4266911	 -3.31	rs17262181	 0.034552	 -6.96	 1.18898	185	  1	top1	0.035	1.7e-11	-1.1890	2.34e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.RPA2.wgt.RDat	RPA2	1	28218035	28241257	0.33064	rs11587757	 -3.76	rs1010082	 0.017805	 -6.21	 1.12308	211	 80	enet	0.12	2.5e-36	-1.1203	2.63e-01
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.PHACTR4.wgt.RDat	PHACTR4	1	28696114	28826881	0.14428	rs4654365	 -4.84	rs11247776	 0.279151	-18.94	 2.27692	323	323	bslmm	0.28	3.5e-92	-2.4747	1.33e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.RCC1.wgt.RDat	RCC1	1	28832455	28865812	0.03182	rs4654365	 -4.84	rs10915206	 0.041947	 -7.57	 2.29730	276	  1	top1	0.042	1.2e-13	-2.2973	2.16e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.TRNAU1AP.wgt.RDat	TRNAU1AP	1	28879597	28905051	0.02958	rs4654365	 -4.84	rs11247811	 0.029353	  6.39	 2.31429	273	  1	top1	0.029	5.3e-10	 2.3143	2.07e-02
NA	/workshop/data/FUSION/models/YFS_BLOOD_RNAARR//YFS.BLOOD.RNAARR/YFS.YTHDF2.wgt.RDat	YTHDF2	1	29063133	29096287	0.01157	rs4654365	 -4.84	rs528265	 0.012226	  4.80	-3.87692	306	  1	top1	0.012	4.9e-05	-3.8769	1.06e-04
